"","cond","expt","matrix","prior","query","object","count","p","n","cil","cih","priorType","priorValue","grouper","speaker.p","preds","tuningData","depth","low","hi","ci_low","ci_hi"
"270","word","oddman","oddman","prior","glasses","target",15,0.168539325842697,89,0.0977132754491688,0.250859004329517,"target",0.28735632183908,"oddman-89",0,0,"keep",4,0,0,0,0
"271","patch","oddman","oddman","prior","glasses","foil",48,0.516129032258065,93,0.415602106641984,0.616124387468064,"foil",0.402298850574713,"oddman-93",0.5,0.564516129032258,"keep",4,-0.0912215758857745,0.0806720430107528,0.483844086021505,0.655737704918033
"272","patch","oddman","oddman","prior","glasses","logical",38,0.408602150537634,93,0.311493975217463,0.508723499709036,"logical",0.310344827586207,"oddman-93",0.5,0.435483870967742,"keep",4,-0.0806720430107528,0.0912215758857746,0.344262295081967,0.516155913978495
"273","patch","oddman","oddman","prior","glasses","target",7,0.0752688172043011,93,0.0298322224054412,0.135053806137833,"target",0.28735632183908,"oddman-93",0,0,"keep",4,0,0,0,0
"274","1","simple","simple","prior","glasses","foil",0,0,46,0,0.0406774312230883,"foil",0.365714285714286,"simple-46",0,0,"keep",4,0,0,0,0
"275","1","simple","simple","prior","glasses","logical",9,0.195652173913043,46,0.0943423672613376,0.317100629825791,"logical",0.428571428571429,"simple-46",0.5,0.18796992481203,"keep",4,-0.0461007059984772,0.0358029943586272,0.152166930453403,0.234070630810507
"276","1","simple","simple","prior","glasses","target",37,0.804347826086957,46,0.682899370174209,0.905657632738663,"target",0.205714285714286,"simple-46",0.5,0.81203007518797,"keep",4,-0.0358029943586269,0.0461007059984773,0.765929369189493,0.847833069546597
"277","0","simple","simple","prior","hat","foil",0,0,49,0,0.0382477868927334,"foil",0.365714285714286,"simple-49",0,0,"keep",4,0,0,0,0
"278","0","simple","simple","prior","hat","logical",48,0.979591836734694,49,0.922947403296308,0.999961966442339,"logical",0.428571428571429,"simple-49",1,1,"keep",4,0,0,1,1
"279","0","simple","simple","prior","hat","target",1,0.0204081632653061,49,3.80335576614601e-05,0.0770525967036921,"target",0.205714285714286,"simple-49",0,0,"keep",4,0,0,0,0
"280","twin","twins","twins","prior","hat","foil",5,0.108695652173913,46,0.034896058448651,0.208927155844989,"foil",0.551724137931034,"twins-46",0,0,"keep",4,0,0,0,0
"281","twin","twins","twins","prior","hat","logical",20.5,0.445652173913043,46,0.307487045045081,0.587371836648437,"logical",0.224137931034483,"twins-46",0.5,0.5,"keep",4,-0.122222222222222,0.115384615384615,0.384615384615385,0.622222222222222
"282","twin","twins","twins","prior","hat","target",20.5,0.445652173913043,46,0.307487045045081,0.587371836648437,"target",0.224137931034483,"twins-46",0.5,0.5,"keep",4,-0.115384615384615,0.122222222222222,0.377777777777778,0.615384615384615
"283","uniform","twins","twins","prior","mustache","foil",23,0.383333333333333,60,0.26572311123582,0.506848269182228,"foil",0.551724137931034,"twins-60",0.333333333333333,0.254013202725802,"keep",4,-0.0629701068629861,0.0483051472132251,0.205708055512577,0.316983309588788
"284","uniform","twins","twins","prior","mustache","logical",18.5,0.308333333333333,60,0.198729004088965,0.427654893743864,"logical",0.224137931034483,"twins-60",0.333333333333333,0.372993398637099,"keep",4,-0.0965414847766259,0.100629210916758,0.272364187720341,0.469534883413725
"285","uniform","twins","twins","prior","mustache","target",18.5,0.308333333333333,60,0.198729004088965,0.427654893743864,"target",0.224137931034483,"twins-60",0.333333333333333,0.372993398637099,"keep",4,-0.0861205410989384,0.0999508457066386,0.27304255293046,0.459113939736037
"286","0.33","baserate","simple","prior","glasses","foil",1,0.0158730158730159,63,2.85110845628313e-05,0.0603906613722844,"foil",0.0526315789473684,"baserate-63",0,0,"keep",5,0,0,0,0
"287","0.33","baserate","simple","prior","glasses","logical",11,0.174603174603175,63,0.0908006564595695,0.27426365285653,"logical",0.543859649122807,"baserate-63",0.5,0.109154929577465,"keep",5,-0.0373967945604664,0.0280933204178728,0.0810616091595919,0.146551724137931
"288","0.33","baserate","simple","prior","glasses","target",51,0.80952380952381,63,0.70707160030733,0.896916231937255,"target",0.403508771929825,"baserate-63",0.5,0.890845070422535,"keep",5,-0.0280933204178728,0.0373967945604663,0.853448275862069,0.918938390840408
"289","0.44","baserate","simple","prior","glasses","foil",2,0.0294117647058824,68,0.00232502360660842,0.0799697548438146,"foil",0.122448979591837,"baserate-68",0,0,"keep",5,0,0,0,0
"290","0.44","baserate","simple","prior","glasses","logical",6,0.0882352941176471,68,0.031917080030165,0.163514641891754,"logical",0.469387755102041,"baserate-68",0.5,0.094650205761317,"keep",5,-0.0414754486889448,0.0277008009994122,0.0669494047619048,0.136125654450262
"291","0.44","baserate","simple","prior","glasses","target",60,0.882352941176471,68,0.798737944887376,0.948527888258358,"target",0.408163265306122,"baserate-68",0.5,0.905349794238683,"keep",5,-0.0277008009994122,0.0414754486889448,0.863874345549738,0.933050595238095
"292","0.11","baserate","simple","prior","glasses","foil",6,0.0833333333333333,72,0.0300468445274259,0.154773559188882,"foil",0.0377358490566038,"baserate-72",0,0,"keep",5,0,0,0,0
"293","0.11","baserate","simple","prior","glasses","logical",12,0.166666666666667,72,0.0893487815930055,0.258238429075166,"logical",0.773584905660377,"baserate-72",0.5,0.271523178807947,"keep",5,-0.123247463393888,0.0778059013210358,0.193717277486911,0.394770642201835
"294","0.11","baserate","simple","prior","glasses","target",54,0.75,72,0.646426434067955,0.842944840154049,"target",0.188679245283019,"baserate-72",0.5,0.728476821192053,"keep",5,-0.0778059013210357,0.123247463393888,0.605229357798165,0.806282722513089
"295","0.77","baserate","simple","prior","glasses","foil",1,0.0133333333333333,75,2.34607327908825e-05,0.0509465479373625,"foil",0.0196078431372549,"baserate-75",0,0,"keep",5,0,0,0,0
"296","0.77","baserate","simple","prior","glasses","logical",4,0.0533333333333333,75,0.0133422929160002,0.112397872837334,"logical",0.372549019607843,"baserate-75",0.5,0.0527777777777778,"keep",5,-0.0167086270560591,0.0170719551643722,0.0357058226134056,0.0694864048338369
"297","0.77","baserate","simple","prior","glasses","target",70,0.933333333333333,75,0.869093740892667,0.979285200394509,"target",0.607843137254902,"baserate-75",0.5,0.947222222222222,"keep",5,-0.0170719551643721,0.0167086270560591,0.930513595166163,0.964294177386594
"298","none","color","simple","prior","glasses","foil",1,0.0263157894736842,38,5.14612055539293e-05,0.0983727358771635,"foil",0.365714285714286,"color-38",0,0,"keep",5,0,0,0,0
"299","none","color","simple","prior","glasses","logical",7,0.184210526315789,38,0.0778279022059476,0.31581128132108,"logical",0.428571428571429,"color-38",0.5,0.159235668789809,"keep",5,-0.0445367332025569,0.0344720328812384,0.12476363590857,0.203772401992366
"300","none","color","simple","prior","glasses","target",30,0.789473684210526,38,0.652713086400107,0.903211275764544,"target",0.205714285714286,"color-38",0.5,0.840764331210191,"keep",5,-0.0344720328812385,0.044536733202557,0.796227598007634,0.87523636409143
"301","target","color","simple","prior","glasses","foil",1,0.0217391304347826,46,4.0955216577707e-05,0.081893655974384,"foil",0.205882352941176,"color-46",0,0,"keep",5,0,0,0,0
"302","target","color","simple","prior","glasses","logical",6,0.130434782608696,46,0.048521986343088,0.237114602850435,"logical",0.352941176470588,"color-46",0.5,0.0677966101694915,"keep",5,-0.0378944467410776,0.024417573546724,0.0433790366227675,0.105691056910569
"303","target","color","simple","prior","glasses","target",39,0.847826086956522,46,0.735548686312952,0.936922059755903,"target",0.441176470588235,"color-46",0.5,0.932203389830509,"keep",5,-0.024417573546724,0.0378944467410777,0.894308943089431,0.956620963377233
"304","foil","color","simple","prior","glasses","foil",2,0.0425531914893617,47,0.00346428479986783,0.114236215458185,"foil",0.407407407407407,"color-47",0,0,"keep",5,0,0,0,0
"305","foil","color","simple","prior","glasses","logical",6,0.127659574468085,47,0.0474015602761976,0.232364835821588,"logical",0.518518518518518,"color-47",0.5,0.388888888888889,"keep",5,-0.611111111111111,0.174603174603174,0.214285714285714,1
"306","foil","color","simple","prior","glasses","target",39,0.829787234042553,47,0.714699429396725,0.923428813113716,"target",0.0740740740740741,"color-47",0.5,0.611111111111111,"keep",5,-0.174603174603174,0.611111111111111,0,0.785714285714286
"307","logical","color","simple","prior","glasses","foil",3,0.0625,48,0.0111820820907555,0.143133885132119,"foil",0.125,"color-48",0,0,"keep",5,0,0,0,0
"308","logical","color","simple","prior","glasses","logical",19,0.395833333333333,48,0.264193731136893,0.534016169607373,"logical",0.583333333333333,"color-48",0.5,0.153846153846154,"keep",5,-0.125038379297111,0.0629712392870285,0.0908749145591251,0.278884533143264
"309","logical","color","simple","prior","glasses","target",26,0.541666666666667,48,0.402875305109001,0.677842648442931,"target",0.291666666666667,"color-48",0.5,0.846153846153846,"keep",5,-0.0629712392870286,0.125038379297111,0.721115466856736,0.909125085440875
"310","0","complex","complex","prior","hat","foil",0,0,52,0,0.0360919878459957,"foil",0.397435897435897,"complex-52",0,0,"keep",5,0,0,0,0
"311","0","complex","complex","prior","hat","logical",50,0.961538461538462,52,0.896337927311284,0.996897421830261,"logical",0.371794871794872,"complex-52",1,1,"keep",5,0,0,1,1
"312","0","complex","complex","prior","hat","target",2,0.0384615384615385,52,0.00310257816973939,0.103662072688716,"target",0.230769230769231,"complex-52",0,0,"keep",5,0,0,0,0
"313","1","complex","complex","prior","mustache","foil",44,0.758620689655172,58,0.644104873861914,0.859543892252255,"foil",0.397435897435897,"complex-58",0.5,0.902673451542855,"keep",5,-0.0355249981142835,0.0399822645770378,0.862691186965818,0.938198449657139
"314","1","complex","complex","prior","mustache","logical",11,0.189655172413793,58,0.0992588021695639,0.296429748915672,"logical",0.371794871794872,"complex-58",0,0,"keep",5,0,0,0,0
"315","1","complex","complex","prior","mustache","target",3,0.0517241379310345,58,0.00912335897362436,0.11937156768011,"target",0.230769230769231,"complex-58",0.5,0.0973265484571446,"keep",5,-0.039982264577038,0.0355249981142835,0.0618015503428611,0.137308813034183
"316","2","complex","complex","prior","glasses","foil",4,0.0645161290322581,62,0.0163140688028883,0.135078336330298,"foil",0.397435897435897,"complex-62",0,0,"keep",5,0,0,0,0
"317","2","complex","complex","prior","glasses","logical",25,0.403225806451613,62,0.285849088794854,0.525345403452077,"logical",0.371794871794872,"complex-62",0.5,0.249555876256043,"keep",5,-0.0942880979921884,0.0682388056993619,0.181317070556681,0.343843974248231
"318","2","complex","complex","prior","glasses","target",33,0.532258064516129,62,0.409650108925198,0.653285853364369,"target",0.230769230769231,"complex-62",0.5,0.750444123743957,"keep",5,-0.0682388056993621,0.0942880979921885,0.656156025751769,0.818682929443319
"319","favorite","lang","simple","prior","glasses","foil",0,0,176,0,0.0108385653707431,"foil",0.08,"lang-176",0,0,"keep",5,0,0,0,0
"320","favorite","lang","simple","prior","glasses","logical",83,0.471590909090909,176,0.39859494448369,0.54508593483241,"logical",0.71,"lang-176",0.5,0.235099337748344,"keep",5,-0.0802533593470913,0.0487132633380339,0.18638607441031,0.315352697095436
"321","favorite","lang","simple","prior","glasses","target",93,0.528409090909091,176,0.45491406516759,0.60140505551631,"target",0.21,"lang-176",0.5,0.764900662251656,"keep",5,-0.0487132633380339,0.0802533593470914,0.684647302904564,0.81361392558969
"322","least","lang","simple","prior","glasses","foil",6,0.0697674418604651,86,0.0249327173623007,0.130374142727258,"foil",0.793103448275862,"lang-86",0,0,"keep",5,0,0,0,0
"323","least","lang","simple","prior","glasses","logical",12,0.13953488372093,86,0.0740103601269703,0.218029682954544,"logical",0.137931034482759,"lang-86",0.5,0.153846153846154,"keep",5,-0.112820512820512,0.0705128205128209,0.0833333333333333,0.266666666666667
"324","least","lang","simple","prior","glasses","target",68,0.790697674418605,86,0.700830021658064,0.870166719423344,"target",0.0689655172413793,"lang-86",0.5,0.846153846153846,"keep",5,-0.0705128205128209,0.112820512820512,0.733333333333333,0.916666666666667
"325","word","oddman","oddman","prior","glasses","foil",40,0.449438202247191,89,0.34835245691022,0.55226394283585,"foil",0.402298850574713,"oddman-89",0.5,0.564516129032258,"keep",5,-0.08666427970629,0.0735847564832383,0.49093137254902,0.651180408738548
"326","word","oddman","oddman","prior","glasses","logical",34,0.382022471910112,89,0.284478858345451,0.483627998770905,"logical",0.310344827586207,"oddman-89",0.5,0.435483870967742,"keep",5,-0.0735847564832386,0.0866642797062901,0.348819591261452,0.50906862745098
"327","word","oddman","oddman","prior","glasses","target",15,0.168539325842697,89,0.0977132754491688,0.250859004329517,"target",0.28735632183908,"oddman-89",0,0,"keep",5,0,0,0,0
"328","patch","oddman","oddman","prior","glasses","foil",48,0.516129032258065,93,0.415602106641984,0.616124387468064,"foil",0.402298850574713,"oddman-93",0.5,0.564516129032258,"keep",5,-0.0869990224828934,0.0812115313311088,0.483304597701149,0.651515151515152
"329","patch","oddman","oddman","prior","glasses","logical",38,0.408602150537634,93,0.311493975217463,0.508723499709036,"logical",0.310344827586207,"oddman-93",0.5,0.435483870967742,"keep",5,-0.0812115313311087,0.0869990224828933,0.348484848484849,0.51669540229885
"330","patch","oddman","oddman","prior","glasses","target",7,0.0752688172043011,93,0.0298322224054412,0.135053806137833,"target",0.28735632183908,"oddman-93",0,0,"keep",5,0,0,0,0
"331","1","simple","simple","prior","glasses","foil",0,0,46,0,0.0406774312230883,"foil",0.365714285714286,"simple-46",0,0,"keep",5,0,0,0,0
"332","1","simple","simple","prior","glasses","logical",9,0.195652173913043,46,0.0943423672613376,0.317100629825791,"logical",0.428571428571429,"simple-46",0.5,0.159235668789809,"keep",5,-0.0403183218205197,0.0328818781760905,0.126353790613718,0.199553990610329
"333","1","simple","simple","prior","glasses","target",37,0.804347826086957,46,0.682899370174209,0.905657632738663,"target",0.205714285714286,"simple-46",0.5,0.840764331210191,"keep",5,-0.0328818781760905,0.0403183218205198,0.800446009389671,0.873646209386282
"334","0","simple","simple","prior","hat","foil",0,0,49,0,0.0382477868927334,"foil",0.365714285714286,"simple-49",0,0,"keep",5,0,0,0,0
"335","0","simple","simple","prior","hat","logical",48,0.979591836734694,49,0.922947403296308,0.999961966442339,"logical",0.428571428571429,"simple-49",1,1,"keep",5,0,0,1,1
"336","0","simple","simple","prior","hat","target",1,0.0204081632653061,49,3.80335576614601e-05,0.0770525967036921,"target",0.205714285714286,"simple-49",0,0,"keep",5,0,0,0,0
"337","twin","twins","twins","prior","hat","foil",5,0.108695652173913,46,0.034896058448651,0.208927155844989,"foil",0.551724137931034,"twins-46",0,0,"keep",5,0,0,0,0
"338","twin","twins","twins","prior","hat","logical",20.5,0.445652173913043,46,0.307487045045081,0.587371836648437,"logical",0.224137931034483,"twins-46",0.5,0.5,"keep",5,-0.111324786324786,0.119047619047619,0.380952380952381,0.611324786324786
"339","twin","twins","twins","prior","hat","target",20.5,0.445652173913043,46,0.307487045045081,0.587371836648437,"target",0.224137931034483,"twins-46",0.5,0.5,"keep",5,-0.119047619047619,0.111324786324786,0.388675213675214,0.619047619047619
"340","uniform","twins","twins","prior","mustache","foil",23,0.383333333333333,60,0.26572311123582,0.506848269182228,"foil",0.551724137931034,"twins-60",0.333333333333333,0.221889034492763,"keep",5,-0.0581044758184489,0.0448355085784617,0.177053525914302,0.279993510311212
"341","uniform","twins","twins","prior","mustache","logical",18.5,0.308333333333333,60,0.198729004088965,0.427654893743864,"logical",0.224137931034483,"twins-60",0.333333333333333,0.389055482753618,"keep",5,-0.0899496592618761,0.0908783363894369,0.298177146364182,0.479005142015494
"342","uniform","twins","twins","prior","mustache","target",18.5,0.308333333333333,60,0.198729004088965,0.427654893743864,"target",0.224137931034483,"twins-60",0.333333333333333,0.389055482753618,"keep",5,-0.095416819529149,0.0903553243580089,0.298700158395609,0.484472302282767
